idx,adaboost:algorithm,adaboost:base_estimator,adaboost:learning_rate,adaboost:n_estimators,classifier,extra_trees:bootstrap,extra_trees:criterion,extra_trees:max_depth,extra_trees:max_features,extra_trees:min_samples_leaf,extra_trees:min_samples_split,extra_trees:n_estimators,gradient_boosting:learning_rate,gradient_boosting:max_depth,gradient_boosting:max_features,gradient_boosting:min_samples_leaf,gradient_boosting:min_samples_split,gradient_boosting:n_estimators,gradient_boosting:subsample,imputation:strategy,k_nearest_neighbors:algorithm,k_nearest_neighbors:leaf_size,k_nearest_neighbors:metric,k_nearest_neighbors:n_neighbors,k_nearest_neighbors:p,k_nearest_neighbors:weights,kitchen_sinks:gamma,kitchen_sinks:n_components,liblinear:C,liblinear:class_weight,liblinear:dual,liblinear:fit_intercept,liblinear:intercept_scaling,liblinear:loss,liblinear:multi_class,liblinear:penalty,liblinear:tol,libsvm_svc:C,libsvm_svc:class_weight,libsvm_svc:coef0,libsvm_svc:degree,libsvm_svc:gamma,libsvm_svc:kernel,libsvm_svc:max_iter,libsvm_svc:shrinking,libsvm_svc:tol,multinomial_nb:alpha,multinomial_nb:fit_prior,pca:keep_variance,pca:whiten,preprocessor,random_forest:bootstrap,random_forest:criterion,random_forest:max_depth,random_forest:max_features,random_forest:max_leaf_nodes,random_forest:min_samples_leaf,random_forest:min_samples_split,random_forest:n_estimators,random_trees_embedding:max_depth,random_trees_embedding:max_leaf_nodes,random_trees_embedding:min_samples_leaf,random_trees_embedding:min_samples_split,random_trees_embedding:n_estimators,rescaling:strategy,select_percentile_classification:percentile,select_percentile_classification:score_func,sgd:alpha,sgd:class_weight,sgd:epsilon,sgd:eta0,sgd:fit_intercept,sgd:l1_ratio,sgd:learning_rate,sgd:loss,sgd:n_iter,sgd:penalty,sgd:power_t,sparse_filtering:N,sparse_filtering:maxiter,truncatedSVD:target_dim
96,,,,,sgd,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,standard,,,0.0002807327537529612,auto,,0.03741767118146932,True,,constant,log,211,l2,,,,
97,,,,,libsvm_svc,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,55.445030341426154,auto,,,0.33307907913742474,rbf,-1,False,0.00016771794659536408,,,,,no_preprocessing,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
98,,,,,gaussian_nb,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,min/max,82.79640048062687,chi2,,,,,,,,,,,,,,
99,,,,,libsvm_svc,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,13063.28421205436,None,0.9851910985219368,4,0.1356964095091893,poly,-1,True,9.647314312452163e-05,,,,,random_trees_embedding,,,,,,,,,5,None,1,6,100,standard,,,,,,,,,,,,,,,,
100,,,,,liblinear,,,,,,,,,,,,,,,most_frequent,,,,,,,,,28.015239280463582,None,False,True,1,l2,ovr,l2,0.0002503827068101243,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,min/max,76.3986576400434,chi2,,,,,,,,,,,,,,
101,,,,,multinomial_nb,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5948368211448662,True,,,no_preprocessing,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
102,,,,,gaussian_nb,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sparse_filtering,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,1173,58,
103,,,,,random_forest,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,True,gini,None,2.3665910320402705,None,1,2,100,,,,,,min/max,,,,,,,,,,,,,,,,
104,,,,,sgd,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9994106820642672,True,pca,,,,,,,,,,,,,,standard,,,0.0020629812660112297,None,,0.09646857592864859,True,,optimal,log,226,l2,,,,
105,,,,,liblinear,,,,,,,,,,,,,,,mean,,,,,,,,,32.483145398742934,None,False,True,1,l2,ovr,l2,4.5036008321029006e-05,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
106,,,,,sgd,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,random_trees_embedding,,,,,,,,,10,None,1,20,93,standard,,,7.313437049658289e-07,None,,0.03805215805963042,True,0.7365544753070433,constant,log,107,elasticnet,,,,
107,,,,,multinomial_nb,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01228234044855848,False,,,select_percentile_classification,,,,,,,,,,,,,,min/max,70.53010827103572,f_classif,,,,,,,,,,,,,,
108,,,,,gaussian_nb,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.993354760742138,True,pca,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
109,,,,,sgd,,,,,,,,,,,,,,,mean,,,,,,,0.3116038596507397,7852,,,,,,,,,,,,,,,,,,,,,,,kitchen_sinks,,,,,,,,,,,,,,min/max,,,8.039633911049963e-06,None,,0.03908775399826629,True,,constant,hinge,348,l1,,,,
110,,,,,liblinear,,,,,,,,,,,,,,,median,,,,,,,0.3350985171631931,2026,7.644278220624872,auto,False,True,1,l2,ovr,l2,0.0002733206822079617,,,,,,,,,,,,,,kitchen_sinks,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
111,SAMME.R,None,0.07887694128518936,39,adaboost,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,standard,81.57816320983827,f_classif,,,,,,,,,,,,,,
112,,,,,liblinear,,,,,,,,,,,,,,,median,,,,,,,,,0.660511198972969,None,False,True,1,l2,ovr,l2,0.0024541676508763265,,,,,,,,,,,,0.9284096294367004,True,pca,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
113,,,,,libsvm_svc,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,1100.4342275006795,None,,,0.23429790941814327,rbf,-1,False,0.0029499745800965122,,,,,select_percentile_classification,,,,,,,,,,,,,,min/max,83.26342020483699,chi2,,,,,,,,,,,,,,
114,,,,,gaussian_nb,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
115,,,,,liblinear,,,,,,,,,,,,,,,most_frequent,,,,,,,,,0.03639754779637136,None,False,True,1,l2,ovr,l2,2.7175496567154705e-05,,,,,,,,,,,,,,random_trees_embedding,,,,,,,,,5,None,18,14,80,standard,,,,,,,,,,,,,,,,
116,,,,,sgd,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,min/max,59.28958617023443,chi2,4.923741039555442e-05,auto,,0.04014117008147259,True,,invscaling,hinge,494,l1,0.22809109775936873,,,
117,,,,,extra_trees,False,entropy,None,1.9942326989495294,1,8,100,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,min/max,89.13603652509175,f_classif,,,,,,,,,,,,,,
118,SAMME.R,None,0.7110961341451576,49,adaboost,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,
119,,,,,gradient_boosting,,,,,,,,0.12668947244018178,9,4.963825842391134,17,20,100,0.8328200717772981,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,min/max,89.1586916681172,f_classif,,,,,,,,,,,,,,
120,,,,,gaussian_nb,,,,,,,,,,,,,,,most_frequent,,,,,,,0.580680446527647,7723,,,,,,,,,,,,,,,,,,,,,,,kitchen_sinks,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,
121,,,,,random_forest,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,False,gini,None,4.790539799914319,None,5,7,100,,,,,,min/max,89.92930140630557,f_classif,,,,,,,,,,,,,,
122,,,,,k_nearest_neighbors,,,,,,,,,,,,,,,mean,auto,30,minkowski,59,5,distance,,,,,,,,,,,,,,,,,,,,,,,0.8127397757603695,True,pca,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,
123,,,,,k_nearest_neighbors,,,,,,,,,,,,,,,mean,auto,30,minkowski,1,2,uniform,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
124,,,,,extra_trees,False,entropy,None,4.770468921928746,2,6,100,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
125,,,,,multinomial_nb,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016171241344831836,True,,,random_trees_embedding,,,,,,,,,10,None,4,19,100,min/max,,,,,,,,,,,,,,,,
126,,,,,libsvm_svc,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,6019.2612902600085,auto,,,0.006710870342980787,rbf,-1,True,0.0002808675528614702,,,0.931010342922707,False,pca,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,
127,,,,,liblinear,,,,,,,,,,,,,,,most_frequent,,,,,,,,,9677.893573563117,auto,False,True,1,l2,ovr,l2,0.007443038451758592,,,,,,,,,,,,,,sparse_filtering,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,300,307,
128,,,,,gradient_boosting,,,,,,,,0.1697574744972718,5,1.7503520661187884,4,12,100,0.6479144743935591,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,
129,SAMME.R,None,0.5378698643161325,49,adaboost,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9634041902605662,False,pca,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,
130,,,,,k_nearest_neighbors,,,,,,,,,,,,,,,most_frequent,auto,30,minkowski,46,2,distance,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,min/max,38.423159473094756,chi2,,,,,,,,,,,,,,
131,,,,,k_nearest_neighbors,,,,,,,,,,,,,,,median,auto,30,minkowski,35,5,distance,,,,,,,,,,,,,,,,,,,,,,,,,random_trees_embedding,,,,,,,,,8,None,16,20,92,min/max,,,,,,,,,,,,,,,,
132,,,,,sgd,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sparse_filtering,,,,,,,,,,,,,,min/max,,,9.516429028831933e-05,auto,,0.008928952316271005,True,,optimal,hinge,20,l2,,100,144,
133,,,,,sgd,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,min/max,,,1.705001613395461e-06,None,,0.006299050018651118,True,,invscaling,hinge,279,l1,0.013605029488796874,,,
134,,,,,libsvm_svc,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,13860.49624784357,auto,,,0.06098585185543464,rbf,-1,False,6.194764085350863e-05,,,,,no_preprocessing,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
135,,,,,gaussian_nb,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,min/max,89.01132418423617,f_classif,,,,,,,,,,,,,,
136,,,,,libsvm_svc,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,30726.75099969196,auto,0.36485339998774546,2,0.030961347455728372,poly,-1,True,0.03221237899835052,,,,,random_trees_embedding,,,,,,,,,5,None,5,4,100,min/max,,,,,,,,,,,,,,,,
137,,,,,liblinear,,,,,,,,,,,,,,,mean,,,,,,,,,0.03145508125273914,auto,False,True,1,l2,ovr,l2,0.0008737926798454752,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,min/max,52.90312078325772,f_classif,,,,,,,,,,,,,,
138,,,,,multinomial_nb,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,66.08163323438433,False,,,no_preprocessing,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
139,,,,,gaussian_nb,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sparse_filtering,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,1352,340,
140,,,,,random_forest,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,True,entropy,None,3.8190543043740997,None,2,6,100,,,,,,min/max,,,,,,,,,,,,,,,,
141,,,,,sgd,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9615910602037723,False,pca,,,,,,,,,,,,,,min/max,,,0.0008871069071991212,auto,,0.09514580327780192,True,0.9976255085551902,invscaling,hinge,601,elasticnet,0.2417232986491561,,,
142,,,,,liblinear,,,,,,,,,,,,,,,mean,,,,,,,,,17.174126765990344,None,False,True,1,l2,ovr,l2,7.462768718746278e-05,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,
143,,,,,sgd,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,random_trees_embedding,,,,,,,,,5,None,4,20,89,min/max,,,2.2726405077395453e-07,None,,0.033913271459932406,True,,invscaling,squared_hinge,483,l2,0.5113923457871592,,,
144,,,,,multinomial_nb,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,69.88284985683906,False,,,select_percentile_classification,,,,,,,,,,,,,,min/max,89.78824588090175,chi2,,,,,,,,,,,,,,
145,,,,,gaussian_nb,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9972436265180399,True,pca,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,
146,,,,,sgd,,,,,,,,,,,,,,,mean,,,,,,,0.6500762747853188,4888,,,,,,,,,,,,,,,,,,,,,,,kitchen_sinks,,,,,,,,,,,,,,min/max,,,3.4764762638804684e-06,None,,0.04507059794067193,True,,optimal,log,760,l1,,,,
147,,,,,liblinear,,,,,,,,,,,,,,,median,,,,,,,0.724779383383739,3518,25.338513935177136,None,False,True,1,l2,ovr,l2,0.07313845204885727,,,,,,,,,,,,,,kitchen_sinks,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
148,SAMME.R,None,0.587360169160602,50,adaboost,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,min/max,89.8713330562791,f_classif,,,,,,,,,,,,,,
149,,,,,liblinear,,,,,,,,,,,,,,,most_frequent,,,,,,,,,0.2799054944483092,auto,False,True,1,l2,ovr,l2,0.0009275430719363746,,,,,,,,,,,,0.9938350073319224,False,pca,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,
150,,,,,libsvm_svc,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,88.01110845259122,auto,,,0.48819391272152196,rbf,-1,True,8.994087551362148e-05,,,,,select_percentile_classification,,,,,,,,,,,,,,standard,73.73453664318275,f_classif,,,,,,,,,,,,,,
151,,,,,gaussian_nb,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
152,,,,,liblinear,,,,,,,,,,,,,,,most_frequent,,,,,,,,,0.046897745512766625,auto,False,True,1,l2,ovr,l2,0.004193022501512561,,,,,,,,,,,,,,random_trees_embedding,,,,,,,,,10,None,1,2,95,standard,,,,,,,,,,,,,,,,
153,,,,,sgd,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,standard,80.47711981412755,f_classif,0.00030900876979444574,auto,,0.01338480807887692,True,,invscaling,hinge,600,l1,0.04838846880996144,,,
154,,,,,extra_trees,False,gini,None,1.6297775170479625,1,3,100,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,standard,89.81811770651132,f_classif,,,,,,,,,,,,,,
155,SAMME.R,None,0.49503811430980754,48,adaboost,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
156,,,,,gradient_boosting,,,,,,,,0.2228563784380361,10,2.9454985724287686,9,20,100,0.7477778534935247,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,min/max,64.68562000573408,f_classif,,,,,,,,,,,,,,
157,,,,,gaussian_nb,,,,,,,,,,,,,,,median,,,,,,,0.3006744759631262,7093,,,,,,,,,,,,,,,,,,,,,,,kitchen_sinks,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,
158,,,,,random_forest,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,False,entropy,None,1.0279604967483391,None,1,3,100,,,,,,min/max,66.62267744665431,f_classif,,,,,,,,,,,,,,
159,,,,,k_nearest_neighbors,,,,,,,,,,,,,,,most_frequent,auto,30,minkowski,51,5,uniform,,,,,,,,,,,,,,,,,,,,,,,0.9900070443444664,False,pca,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
160,,,,,k_nearest_neighbors,,,,,,,,,,,,,,,mean,auto,30,minkowski,73,2,uniform,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,
161,,,,,extra_trees,False,gini,None,3.676909537296367,1,2,100,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,
162,,,,,multinomial_nb,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011319025946909375,False,,,random_trees_embedding,,,,,,,,,9,None,1,2,82,min/max,,,,,,,,,,,,,,,,
163,,,,,libsvm_svc,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,6.625342805896295,None,,,0.17997915317934826,rbf,-1,True,0.00016450916930964345,,,0.9977501033209175,True,pca,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,
164,,,,,liblinear,,,,,,,,,,,,,,,most_frequent,,,,,,,,,1.0717944703549658,auto,False,True,1,l2,ovr,l2,1.1769239407758624e-05,,,,,,,,,,,,,,sparse_filtering,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,1652,181,
165,,,,,gradient_boosting,,,,,,,,0.2887798600515025,6,4.550794128547155,12,20,100,0.6349730117844558,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,
166,SAMME.R,None,0.7809250218066736,49,adaboost,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.999919791342011,True,pca,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
167,,,,,k_nearest_neighbors,,,,,,,,,,,,,,,mean,auto,30,minkowski,45,5,distance,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,standard,74.17513933296658,f_classif,,,,,,,,,,,,,,
168,,,,,k_nearest_neighbors,,,,,,,,,,,,,,,median,auto,30,minkowski,14,2,uniform,,,,,,,,,,,,,,,,,,,,,,,,,random_trees_embedding,,,,,,,,,7,None,1,5,100,standard,,,,,,,,,,,,,,,,
169,,,,,sgd,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sparse_filtering,,,,,,,,,,,,,,min/max,,,3.907632951902187e-05,None,,0.06644402004210351,True,0.9213254460462197,optimal,hinge,485,elasticnet,,1234,339,
170,,,,,sgd,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,standard,,,1.6379871349881806e-06,auto,,0.08083311801185607,True,0.8861499736744952,invscaling,squared_hinge,883,elasticnet,0.5875039915892688,,,
171,,,,,libsvm_svc,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,222.17821976921093,auto,,,0.2725916898033221,rbf,-1,True,7.349399388293367e-05,,,,,no_preprocessing,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,
172,,,,,gaussian_nb,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,min/max,76.43468836619863,f_classif,,,,,,,,,,,,,,
173,,,,,libsvm_svc,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,0.1921899603125113,None,0.5267380084757611,3,0.13873999272676563,poly,-1,False,0.05544943588968004,,,,,random_trees_embedding,,,,,,,,,9,None,1,8,94,standard,,,,,,,,,,,,,,,,
174,,,,,liblinear,,,,,,,,,,,,,,,median,,,,,,,,,1.390732053777118,auto,False,True,1,l2,ovr,l2,0.002926345942336314,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,min/max,80.67659649677678,f_classif,,,,,,,,,,,,,,
175,,,,,multinomial_nb,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,19.806287836161676,False,,,no_preprocessing,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
176,,,,,gaussian_nb,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sparse_filtering,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,708,236,
177,,,,,random_forest,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,False,entropy,None,0.9800836872743135,None,1,2,100,,,,,,min/max,,,,,,,,,,,,,,,,
178,,,,,sgd,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.994182227219903,True,pca,,,,,,,,,,,,,,standard,,,0.0003307490640277091,auto,,0.07687106181483629,True,,invscaling,squared_hinge,765,l1,0.17854577501987437,,,
179,,,,,liblinear,,,,,,,,,,,,,,,median,,,,,,,,,0.08418162830677764,auto,False,True,1,l2,ovr,l2,9.212030102066448e-05,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,
180,,,,,sgd,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,random_trees_embedding,,,,,,,,,9,None,2,20,93,min/max,,,3.3218710454461745e-07,auto,,0.04464809064013698,True,,invscaling,squared_hinge,697,l2,0.6155718945886568,,,
181,,,,,multinomial_nb,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010243131717121257,False,,,select_percentile_classification,,,,,,,,,,,,,,min/max,69.95245497486802,f_classif,,,,,,,,,,,,,,
182,,,,,gaussian_nb,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,False,pca,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
183,,,,,sgd,,,,,,,,,,,,,,,most_frequent,,,,,,,0.46695568378315266,9841,,,,,,,,,,,,,,,,,,,,,,,kitchen_sinks,,,,,,,,,,,,,,standard,,,1.9689634344888436e-05,auto,,0.078697117818373,True,,constant,squared_hinge,900,l2,,,,
184,,,,,liblinear,,,,,,,,,,,,,,,mean,,,,,,,0.32212248181653,1858,8.317476710955562,auto,False,True,1,l2,ovr,l2,2.150702522909414e-05,,,,,,,,,,,,,,kitchen_sinks,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,
185,SAMME.R,None,0.9724824156411078,46,adaboost,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,min/max,88.03974930535861,f_classif,,,,,,,,,,,,,,
186,,,,,liblinear,,,,,,,,,,,,,,,mean,,,,,,,,,0.4460004339434667,None,False,True,1,l2,ovr,l2,0.0043437712815964065,,,,,,,,,,,,0.9996141956029952,True,pca,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,
187,,,,,libsvm_svc,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,94.12457641422019,None,,,1.5370527456645522,rbf,-1,True,0.001246016840896854,,,,,select_percentile_classification,,,,,,,,,,,,,,min/max,10.929793368470532,f_classif,,,,,,,,,,,,,,
188,,,,,gaussian_nb,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
189,,,,,liblinear,,,,,,,,,,,,,,,most_frequent,,,,,,,,,0.05942954618415189,None,False,True,1,l2,ovr,l2,0.01401698302997095,,,,,,,,,,,,,,random_trees_embedding,,,,,,,,,9,None,19,4,100,min/max,,,,,,,,,,,,,,,,
190,,,,,sgd,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,min/max,10.445414962600257,chi2,0.013221865162828835,auto,,0.017580383769551216,True,,invscaling,log,925,l1,0.4305377506183326,,,
191,,,,,extra_trees,False,entropy,None,1.3989879111904853,2,6,100,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,min/max,12.691516819311126,chi2,,,,,,,,,,,,,,
192,SAMME.R,None,0.573061416372329,30,adaboost,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
193,,,,,gradient_boosting,,,,,,,,0.10763153023704321,4,2.153457090794883,20,18,100,0.8671570137003927,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,min/max,13.965850418763752,f_classif,,,,,,,,,,,,,,
194,,,,,gaussian_nb,,,,,,,,,,,,,,,most_frequent,,,,,,,0.42187144266845056,2049,,,,,,,,,,,,,,,,,,,,,,,kitchen_sinks,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
195,,,,,random_forest,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,True,gini,None,4.894259948540344,None,3,11,100,,,,,,min/max,10.88004036567841,chi2,,,,,,,,,,,,,,
196,,,,,k_nearest_neighbors,,,,,,,,,,,,,,,mean,auto,30,minkowski,5,2,uniform,,,,,,,,,,,,,,,,,,,,,,,0.6233679274551858,True,pca,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
197,,,,,k_nearest_neighbors,,,,,,,,,,,,,,,mean,auto,30,minkowski,95,2,distance,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,
