idx,adaboost:algorithm,adaboost:learning_rate,adaboost:max_depth,adaboost:n_estimators,balancing:strategy,bernoulli_nb:alpha,bernoulli_nb:fit_prior,classifier,decision_tree:criterion,decision_tree:max_depth,decision_tree:max_features,decision_tree:max_leaf_nodes,decision_tree:min_samples_leaf,decision_tree:min_samples_split,extra_trees:bootstrap,extra_trees:criterion,extra_trees:max_depth,extra_trees:max_features,extra_trees:min_samples_leaf,extra_trees:min_samples_split,extra_trees:n_estimators,extra_trees_preproc_for_classification:bootstrap,extra_trees_preproc_for_classification:criterion,extra_trees_preproc_for_classification:max_depth,extra_trees_preproc_for_classification:max_features,extra_trees_preproc_for_classification:min_samples_leaf,extra_trees_preproc_for_classification:min_samples_split,extra_trees_preproc_for_classification:n_estimators,fast_ica:algorithm,fast_ica:fun,fast_ica:n_components,fast_ica:whiten,feature_agglomeration:affinity,feature_agglomeration:linkage,feature_agglomeration:n_clusters,gem:N,gem:precond,gradient_boosting:learning_rate,gradient_boosting:max_depth,gradient_boosting:max_features,gradient_boosting:min_samples_leaf,gradient_boosting:min_samples_split,gradient_boosting:n_estimators,gradient_boosting:subsample,imputation:strategy,k_nearest_neighbors:algorithm,k_nearest_neighbors:leaf_size,k_nearest_neighbors:n_neighbors,k_nearest_neighbors:p,k_nearest_neighbors:weights,kernel_pca:coef0,kernel_pca:degree,kernel_pca:gamma,kernel_pca:kernel,kernel_pca:n_components,kitchen_sinks:gamma,kitchen_sinks:n_components,lda:n_components,lda:tol,liblinear_svc:C,liblinear_svc:class_weight,liblinear_svc:dual,liblinear_svc:fit_intercept,liblinear_svc:intercept_scaling,liblinear_svc:loss,liblinear_svc:multi_class,liblinear_svc:penalty,liblinear_svc:tol,liblinear_svc_preprocessor:C,liblinear_svc_preprocessor:class_weight,liblinear_svc_preprocessor:dual,liblinear_svc_preprocessor:fit_intercept,liblinear_svc_preprocessor:intercept_scaling,liblinear_svc_preprocessor:loss,liblinear_svc_preprocessor:multi_class,liblinear_svc_preprocessor:penalty,liblinear_svc_preprocessor:tol,libsvm_svc:C,libsvm_svc:class_weight,libsvm_svc:coef0,libsvm_svc:degree,libsvm_svc:gamma,libsvm_svc:kernel,libsvm_svc:max_iter,libsvm_svc:shrinking,libsvm_svc:tol,multinomial_nb:alpha,multinomial_nb:fit_prior,nystroem_sampler:coef0,nystroem_sampler:degree,nystroem_sampler:gamma,nystroem_sampler:kernel,nystroem_sampler:n_components,passive_aggresive:C,passive_aggresive:fit_intercept,passive_aggresive:loss,passive_aggresive:n_iter,pca:keep_variance,pca:whiten,preprocessor,proj_logit:max_epochs,qda:reg_param,qda:tol,random_forest:bootstrap,random_forest:criterion,random_forest:max_depth,random_forest:max_features,random_forest:max_leaf_nodes,random_forest:min_samples_leaf,random_forest:min_samples_split,random_forest:n_estimators,random_trees_embedding:max_depth,random_trees_embedding:max_leaf_nodes,random_trees_embedding:min_samples_leaf,random_trees_embedding:min_samples_split,random_trees_embedding:n_estimators,rescaling:strategy,ridge:alpha,ridge:fit_intercept,ridge:tol,select_percentile_classification:percentile,select_percentile_classification:score_func,select_rates:alpha,select_rates:mode,select_rates:score_func,sgd:alpha,sgd:epsilon,sgd:eta0,sgd:fit_intercept,sgd:l1_ratio,sgd:learning_rate,sgd:loss,sgd:n_iter,sgd:penalty,sgd:power_t,truncatedSVD:target_dim
56,,,,,weighting,,,ridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.536383780690625,rbf,6507,,,,,,,nystroem_sampler,,,,,,,,,,,,,,,,,min/max,0.00042533191489939283,True,0.0002110037327684239,,,,,,,,,,,,,,,,
57,,,,,weighting,,,ridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean,,,,,,,,,,,1.699321040705884,2768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kitchen_sinks,,,,,,,,,,,,,,,,,min/max,1.919934168924035e-05,True,1.6080697802805784e-05,,,,,,,,,,,,,,,,
58,,,,,weighting,,,libsvm_svc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.24337576258512,auto,,,0.27289854581948,rbf,-1,True,0.00022918689368872097,,,,,,,,,,,,,,select_rates,,,,,,,,,,,,,,,,,standard,,,,,,0.30307914228466176,fpr,f_classif,,,,,,,,,,,
59,,,,,weighting,,,ridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,1.2347190034494766,2578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kitchen_sinks,,,,,,,,,,,,,,,,,min/max,0.00018620620152125998,True,0.006745152987413998,,,,,,,,,,,,,,,,
60,,,,,weighting,,,ridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean,,,,,,,,,,,0.4619797190143347,3278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kitchen_sinks,,,,,,,,,,,,,,,,,min/max,1.7106513478011498e-07,True,3.716241827997102e-05,,,,,,,,,,,,,,,,
61,,,,,weighting,,,libsvm_svc,,,,,,,,,,,,,,False,entropy,None,4.995782189913768,5,7,100,,,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6099.453847700432,None,,,0.40673112340539147,rbf,-1,False,0.024910558970247045,,,,,,,,,,,,,,extra_trees_preproc_for_classification,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
62,,,,,none,,,gradient_boosting,,,,,,,,,,,,,,False,entropy,None,2.9365116223118464,12,2,100,,,,,,,,,,0.0884428889951222,4,4.512325249951079,5,15,100,0.6565415655189919,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extra_trees_preproc_for_classification,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,
63,,,,,weighting,,,libsvm_svc,,,,,,,,,,,,,,True,gini,None,3.073867492756195,13,16,100,,,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.17516327771244,auto,,,2.105978809471187,rbf,-1,False,0.00016259461144574908,,,,,,,,,,,,,,extra_trees_preproc_for_classification,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
64,,,,,none,,,gradient_boosting,,,,,,,,,,,,,,False,gini,None,1.7612832996713823,11,11,100,,,,,,,,,,0.09336931054861286,8,3.3837106672138173,11,4,100,0.5493525291506366,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extra_trees_preproc_for_classification,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,
65,,,,,weighting,,,gradient_boosting,,,,,,,,,,,,,,True,gini,None,4.714310079511054,1,5,100,,,,,,,,,,0.8443763510609507,3,4.261467041016452,11,16,100,0.885497613114758,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extra_trees_preproc_for_classification,,,,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,,,,
66,,,,,weighting,,,gradient_boosting,,,,,,,,,,,,,,False,entropy,None,4.337031189715495,18,16,100,,,,,,,,,,0.15048168906766068,5,4.037768261419208,3,20,100,0.3020605897990662,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extra_trees_preproc_for_classification,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,
67,,,,,weighting,,,extra_trees,,,,,,,False,entropy,None,3.8797836057190347,5,12,100,True,gini,None,1.9596688593498783,15,11,100,,,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extra_trees_preproc_for_classification,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
68,,,,,none,,,gradient_boosting,,,,,,,,,,,,,,True,entropy,None,4.931242417289914,15,12,100,,,,,,,,,,0.1225202485944296,5,2.406952175961108,8,2,100,0.4963209535481422,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extra_trees_preproc_for_classification,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
69,,,,,weighting,,,gradient_boosting,,,,,,,,,,,,,,False,gini,None,2.2951372655321176,18,14,100,,,,,,,,,,0.2557897680653797,6,1.5941481594133373,15,13,100,0.796647327938954,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extra_trees_preproc_for_classification,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
70,,,,,weighting,,,gradient_boosting,,,,,,,,,,,,,,True,entropy,None,4.368127908509404,16,3,100,,,,,,,,,,0.42089935935355,3,4.440634292439041,12,15,100,0.7949469148445995,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extra_trees_preproc_for_classification,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
71,,,,,weighting,,,liblinear_svc,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,0.05896339639382342,,,,,,,,most_frequent,,,,,,,,,,,,,,,101.71617671324938,None,False,True,1,l2,ovr,l2,0.0004825293081470506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gem,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
72,,,,,none,,,random_forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,True,entropy,None,3.834317927177183,None,1,5,100,,,,,,min/max,,,,98.33179750331983,f_classif,,,,,,,,,,,,,,
73,,,,,none,,,passive_aggresive,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0.4023644487059111,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.182835946952442e-05,True,hinge,426,,,gem,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
74,,,,,weighting,,,proj_logit,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,0.1294533026599986,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gem,8,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
75,,,,,none,,,libsvm_svc,,,,,,,,,,,,,,,,,,,,,,,,,manhattan,complete,143,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20451599124499684,auto,0.7426109807438956,4,6.999221933153224,poly,-1,False,9.11208584118557e-05,,,,,,,,,,,,,,feature_agglomeration,,,,,,,,,,,,,,,,,normalize,,,,,,,,,,,,,,,,,,,
76,,,,,weighting,,,passive_aggresive,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,0.28504035026657537,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00015515743445114648,True,hinge,263,,,gem,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
77,,,,,none,,,libsvm_svc,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0.49312856018745704,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.725873088531293,None,0.26324155083551903,2,0.04810408111514278,poly,-1,False,7.003244718379356e-05,,,,,,,,,,,,,,gem,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
78,,,,,none,,,proj_logit,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,0.01596345764215995,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gem,8,,,,,,,,,,,,,,,,normalize,,,,,,,,,,,,,,,,,,,
79,,,,,none,,,proj_logit,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,0.39000182846673004,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gem,5,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
80,,,,,none,,,libsvm_svc,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,0.37217685220716545,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.664827344630533,None,0.8203542140381699,1,0.0036616385680163415,poly,-1,False,8.018766689452346e-05,,,,,,,,,,,,,,gem,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
81,,,,,none,,,gradient_boosting,,,,,,,,,,,,,,True,gini,None,0.8460953055270359,20,16,100,,,,,,,,,,0.06890214170704666,10,4.482797884579723,4,20,100,0.42541356808521696,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extra_trees_preproc_for_classification,,,,,,,,,,,,,,,,,normalize,,,,,,,,,,,,,,,,,,,
82,,,,,none,,,gradient_boosting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0073887812834052295,10,0.9827190827626938,1,19,100,0.6179365693373373,median,,,,,,,,,,,,,,,,,,,,,,,,0.3380205200897996,None,False,True,1,l2,ovr,l2,0.0009937131597424448,,,,,,,,,,,,,,,,,,,,,,,liblinear_svc_preprocessor,,,,,,,,,,,,,,,,,normalize,,,,,,,,,,,,,,,,,,,
83,,,,,none,,,gradient_boosting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08006114174443166,10,3.6224881677912557,9,20,100,0.8453150244546912,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,,,,min/max,,,,74.8485434049297,f_classif,,,,,,,,,,,,,,
84,,,,,none,,,gradient_boosting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10212707735320205,9,2.193385641463616,13,18,100,0.8350053659375409,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_rates,,,,,,,,,,,,,,,,,min/max,,,,,,0.032752268126462196,fpr,f_classif,,,,,,,,,,,
85,,,,,none,,,random_forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,True,gini,None,2.0939783660615214,None,6,19,100,,,,,,min/max,,,,70.23408799197067,f_classif,,,,,,,,,,,,,,
86,,,,,weighting,,,gradient_boosting,,,,,,,,,,,,,,,,,,,,,,,,,manhattan,complete,133,,,0.08847571821340558,9,4.5716256975631895,10,4,100,0.5493525291506366,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,feature_agglomeration,,,,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,,,,
87,,,,,none,,,gradient_boosting,,,,,,,,,,,,,,False,entropy,None,1.0182585616075477,7,6,100,,,,,,,,,,0.06894893923943637,7,1.2640905771327562,4,6,100,0.8972011747438171,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extra_trees_preproc_for_classification,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
88,,,,,weighting,,,gradient_boosting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04004081102705908,8,1.5753125174271445,8,18,100,0.7923700813836134,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,895.4223904380548,auto,False,True,1,l2,ovr,l2,0.0009702631967555952,,,,,,,,,,,,,,,,,,,,,,,liblinear_svc_preprocessor,,,,,,,,,,,,,,,,,normalize,,,,,,,,,,,,,,,,,,,
89,,,,,none,,,gradient_boosting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006397575866046488,10,3.205843061621225,1,16,100,0.6202137647782364,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_rates,,,,,,,,,,,,,,,,,normalize,,,,,,0.28955914948100764,fpr,f_classif,,,,,,,,,,,
90,,,,,weighting,,,extra_trees,,,,,,,False,gini,None,3.2691266193759305,15,15,100,,,,,,,,parallel,exp,781,True,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fast_ica,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
91,,,,,weighting,,,extra_trees,,,,,,,False,entropy,None,2.0367035036233823,11,15,100,,,,,,,,deflation,exp,517,True,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fast_ica,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
92,,,,,weighting,,,extra_trees,,,,,,,False,gini,None,4.705555433153073,15,11,100,,,,,,,,parallel,exp,1344,False,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fast_ica,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
93,,,,,weighting,,,extra_trees,,,,,,,False,entropy,None,3.906906933454963,16,20,100,,,,,,,,,,,,,,,11,0.032893930330261556,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gem,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,
94,,,,,weighting,,,extra_trees,,,,,,,False,entropy,None,1.6096114910798627,19,17,100,,,,,,,,parallel,logcosh,673,False,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fast_ica,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
95,,,,,weighting,,,extra_trees,,,,,,,False,entropy,None,4.49416625827402,15,10,100,,,,,,,,parallel,logcosh,1722,True,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fast_ica,,,,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,,,,
96,,,,,weighting,,,extra_trees,,,,,,,False,gini,None,3.2303190329951845,15,5,100,,,,,,,,parallel,exp,233,False,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fast_ica,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
97,,,,,weighting,,,extra_trees,,,,,,,False,gini,None,4.74205983202074,15,20,100,,,,,,,,parallel,exp,1756,False,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fast_ica,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
98,,,,,weighting,,,liblinear_svc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean,,,,,,,,,,,1.7096774843884142,1816,,,67.94123763699886,None,False,True,1,l2,ovr,l2,5.909076337310629e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kitchen_sinks,,,,,,,,,,,,,,,,,normalize,,,,,,,,,,,,,,,,,,,
99,,,,,weighting,,,liblinear_svc,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,0.22564439164083577,,,,,,,,mean,,,,,,,,,,,,,,,24.92372000752541,auto,False,True,1,l2,ovr,l2,6.735492733052474e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gem,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
100,,,,,weighting,,,sgd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,0.5009545624339908,auto,False,True,1,l2,ovr,l2,5.861025570745273e-05,,,,,,,,,,,,,,,,,,,,,,,liblinear_svc_preprocessor,,,,,,,,,,,,,,,,,min/max,,,,,,,,,0.00046586873722077524,,0.06846188455751001,True,0.4658326192466742,constant,hinge,670,elasticnet,,
101,,,,,weighting,,,random_forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,densifier,,,,False,gini,None,0.8102811479633223,None,1,19,100,,,,,,min/max,,,,,,,,,,,,,,,,,,,
102,,,,,weighting,,,random_forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,densifier,,,,False,gini,None,2.884034829837705,None,2,18,100,,,,,,min/max,,,,,,,,,,,,,,,,,,,
103,,,,,weighting,,,random_forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,densifier,,,,True,gini,None,4.73981248803399,None,4,19,100,,,,,,min/max,,,,,,,,,,,,,,,,,,,
104,,,,,weighting,,,random_forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,densifier,,,,False,gini,None,3.619075521152053,None,1,14,100,,,,,,min/max,,,,,,,,,,,,,,,,,,,
105,,,,,weighting,,,extra_trees,,,,,,,False,gini,None,2.470568544692189,1,7,100,,,,,,,,,,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,densifier,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
106,,,,,weighting,,,random_forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,densifier,,,,False,gini,None,3.211296690205001,None,2,2,100,,,,,,min/max,,,,,,,,,,,,,,,,,,,
107,,,,,weighting,,,random_forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,densifier,,,,False,gini,None,4.605998210498217,None,1,17,100,,,,,,min/max,,,,,,,,,,,,,,,,,,,
108,,,,,weighting,,,random_forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,densifier,,,,False,gini,None,1.4748945249305516,None,1,18,100,,,,,,min/max,,,,,,,,,,,,,,,,,,,
109,,,,,weighting,,,random_forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,densifier,,,,False,gini,None,2.507091395597574,None,1,16,100,,,,,,min/max,,,,,,,,,,,,,,,,,,,
110,SAMME.R,0.8856464675613929,6,156,weighting,,,adaboost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_rates,,,,,,,,,,,,,,,,,min/max,,,,,,0.35064238056943786,fdr,chi2,,,,,,,,,,,
111,,,,,none,,,gradient_boosting,,,,,,,,,,,,,,,,,,,,,,,,,euclidean,complete,132,,,0.5138650842809737,6,4.3645122067755615,18,17,100,0.9972213334398402,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,feature_agglomeration,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
112,,,,,weighting,,,gradient_boosting,,,,,,,,,,,,,,,,,,,,,,,,,manhattan,complete,219,,,0.5523762770778218,5,2.162182590453628,5,13,100,0.9391859458237678,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,feature_agglomeration,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
113,,,,,weighting,,,gradient_boosting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13161635739226288,7,2.5344683998469337,9,16,100,0.9716954047597275,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,,,,min/max,,,,68.53882544203839,chi2,,,,,,,,,,,,,,
114,SAMME.R,0.7137074839005627,6,84,weighting,,,adaboost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_rates,,,,,,,,,,,,,,,,,min/max,,,,,,0.41620679704049174,fdr,chi2,,,,,,,,,,,
115,,,,,none,,,random_forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0.3379874235811442,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gem,,,,False,entropy,None,2.27551218339337,None,1,9,100,,,,,,min/max,,,,,,,,,,,,,,,,,,,
116,,,,,weighting,,,gradient_boosting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14156659496128376,10,2.658829493648232,15,13,100,0.872961933319284,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_rates,,,,,,,,,,,,,,,,,min/max,,,,,,0.41880347734167145,fdr,chi2,,,,,,,,,,,
117,,,,,none,,,random_forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0.22191160210336497,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gem,,,,False,entropy,None,3.086744715465911,None,1,3,100,,,,,,none,,,,,,,,,,,,,,,,,,,
118,,,,,weighting,,,gradient_boosting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3732193059779887,3,4.104580553010331,6,11,100,0.5679876165084342,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_rates,,,,,,,,,,,,,,,,,standard,,,,,,0.3306894638685984,fwe,f_classif,,,,,,,,,,,
119,,,,,none,,,gradient_boosting,,,,,,,,,,,,,,,,,,,,,,,,,manhattan,average,125,,,0.10239129400761844,6,3.306928023865784,11,10,100,0.9604316648685408,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,feature_agglomeration,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
